"OA","White_British","Low_Occupancy","Unemployed","Qualification"
"E00004120",42.3566878980892,6.29370629370629,1.89393939393939,73.6263736263736
"E00004121",47.2,5.93220338983051,2.68817204301075,69.9029126213592
"E00004122",40.6779661016949,2.9126213592233,1.21212121212121,67.5824175824176
"E00004123",49.6621621621622,0.925925925925926,2.80373831775701,60.7758620689655
"E00004124",51.1363636363636,2,3.81679389312977,65.9863945578231
"E00004125",41.4179104477612,3.93258426966292,3.84615384615385,74.2063492063492
"E00004126",48.5401459854015,5.55555555555556,4.54545454545455,62.4472573839662
"E00004127",48.6792452830189,8.87096774193548,0.938967136150235,60.352422907489
"E00004128",45.3924914675768,2.48447204968944,2.16450216450216,70.0787401574803
"E00004129",49.0566037735849,3.52112676056338,4.31034482758621,66.6666666666667
"E00004130",38.8059701492537,6.25,0.917431192660551,66.6666666666667
"E00004131",39.6428571428571,7.56302521008403,1.86915887850467,64.4736842105263
"E00004132",55.8823529411765,4.34782608695652,3.79746835443038,73.4939759036145
"E00004133",41.9607843137255,7.6271186440678,1.99004975124378,65.3846153846154
"E00004134",53.1914893617021,6,2.7027027027027,72.8915662650602
"E00004135",46.8531468531469,4.76190476190476,3.73134328358209,74.8201438848921
"E00004136",59.6491228070175,0.909090909090909,2.73224043715847,73.6842105263158
"E00004137",48.1617647058824,5.4421768707483,2.75229357798165,69.0677966101695
"E00004138",42.2222222222222,2.8169014084507,4.97237569060773,58.1632653061224
"E00004139",17.7177177177177,64.2857142857143,15.9420289855072,22.9665071770335
"E00004140",45.1456310679612,4.5045045045045,3.14465408805031,71.978021978022
"E00004141",45.7446808510638,3.50877192982456,2.46913580246914,64.9122807017544
"E00004142",45.9915611814346,6.01503759398496,5,70.4761904761905
"E00004143",42.9752066115703,3.17460317460317,1.57894736842105,70.5
"E00004144",58.695652173913,1.96078431372549,3.50877192982456,76.0869565217391
"E00004145",42.1875,3.63636363636364,2.34741784037559,65.929203539823
"E00004146",51.4056224899598,9.52380952380952,3.24074074074074,70.2702702702703
"E00004147",60,7.14285714285714,1.55440414507772,72.4137931034483
"E00004148",62.8571428571429,1.88679245283019,2.91970802919708,66.2251655629139
"E00004149",54.8961424332344,4.69798657718121,1.55642023346304,65.2920962199313
"E00004150",37.5,8.84353741496599,1.89393939393939,80
"E00004151",53.2567049808429,2.7027027027027,2.20264317180617,79.3248945147679
"E00004152",58.0246913580247,1.76991150442478,3.38983050847458,70.2564102564102
"E00004153",37.378640776699,6.48148148148148,2.85714285714286,65.5555555555556
"E00004154",30.9803921568627,1.63934426229508,1.49253731343284,68.8679245283019
"E00004155",31.2,2.9126213592233,0,65.6565656565657
"E00004156",41.7040358744395,5.55555555555556,4.6242774566474,72.8260869565217
"E00004157",42.9203539823009,6.38297872340426,0.564971751412429,70.8108108108108
"E00004158",44.3661971830986,14.5161290322581,4.69483568075117,36.322869955157
"E00004159",28.9340101522843,20,10.5058365758755,25.5395683453237
"E00004160",36.4485981308411,15.5339805825243,9.21985815602837,32.3353293413174
"E00004161",53.2338308457711,6.25,3.18471337579618,72.4137931034483
"E00004162",33.8709677419355,7.03125,5.26315789473684,66.1971830985916
"E00004163",39.440203562341,6.13496932515337,4.24028268551237,57.8595317725752
"E00004164",30.2872062663185,23.125,7.25190839694656,29.3706293706294
"E00004165",32.7536231884058,20.5479452054795,8.53658536585366,26.0536398467433
"E00004166",26.9230769230769,24.8407643312102,10.2661596958175,26.4084507042254
"E00004167",63.3802816901408,4.04040404040404,1.05263157894737,65.2380952380952
"E00004168",50.5154639175258,3.6697247706422,4.1958041958042,76.1904761904762
"E00004169",40.3785488958991,16.1073825503356,1.79856115107914,55.6666666666667
"E00004172",43.6681222707424,10.1351351351351,6.19047619047619,58.5253456221198
"E00004173",38.423645320197,6.2992125984252,1.2216404886562,35.2159468438538
"E00004174",15.6934306569343,24.4274809160305,1.73160173160173,26.6393442622951
"E00004175",33.2179930795848,16.40625,18.6234817813765,30.9160305343511
"E00004177",39.1891891891892,9.45945945945946,0.353356890459364,34.4709897610922
"E00004179",50.1529051987768,13.6842105263158,4.58333333333333,32.5088339222615
"E00004180",29.6819787985866,10.9375,3.94088669950739,56.8720379146919
"E00004181",54.3661971830986,12.7358490566038,4.47154471544715,31.7307692307692
"E00004182",36.1111111111111,14.4736842105263,7.69230769230769,49.3333333333333
"E00004183",48.7309644670051,14.1509433962264,7.23684210526316,32.1212121212121
"E00004184",47.6190476190476,9.82142857142857,5.98802395209581,33.5135135135135
"E00004185",20.0968523002421,19.2982456140351,2.63157894736842,44.4794952681388
"E00004187",38.1147540983607,15.929203539823,2.58823529411765,51.5981735159817
"E00004188",28.021978021978,19.2660550458716,4.21686746987952,57.0621468926554
"E00004189",13.8801261829653,26.271186440678,2.92207792207792,47.2491909385113
"E00004190",58.8110403397028,7.03125,2.78422273781903,64.1791044776119
"E00004193",34.855403348554,11.7647058823529,0.630914826498423,50.9287925696594
"E00004194",39.6825396825397,9.02777777777778,2.20264317180617,67.0940170940171
"E00004195",38.2636655948553,17.2932330827068,1.0752688172043,62.6297577854671
"E00004196",58.2938388625592,3.96039603960396,2.3121387283237,68.1818181818182
"E00004197",47.4708171206226,6.89655172413793,0.420168067226891,62.6506024096386
"E00004198",30.8571428571429,12.6373626373626,2.77777777777778,46.7065868263473
"E00004199",40.2097902097902,7.36196319018405,2.77777777777778,60.6870229007634
"E00004200",39.9193548387097,11.7647058823529,3.52422907488987,57.2033898305085
"E00004201",65.4411764705882,2.77777777777778,0.467289719626168,72.9257641921397
"E00004202",63.7426900584795,2.5,6.71641791044776,27.6470588235294
"E00004203",52.9780564263323,6.70731707317073,2.4822695035461,65.5518394648829
"E00004204",55.2346570397112,4.69798657718121,2.29357798165138,68.8259109311741
"E00004205",60.3217158176944,5.51724137931035,2.64026402640264,62.5786163522013
"E00004206",56.4516129032258,19.6850393700787,7.98319327731092,31.7460317460317
"E00004207",31.5068493150685,16.40625,10.0401606425703,25.9398496240602
"E00004208",40.5940594059406,20,7.9646017699115,26.1410788381743
"E00004209",42.0664206642066,10.6194690265487,3.78151260504202,38.4615384615385
"E00004210",30.6501547987616,19.047619047619,10.6976744186047,20.8695652173913
"E00004211",45.4248366013072,12.0967741935484,2.64150943396226,44.8905109489051
"E00004212",57.2727272727273,13.4328358208955,5.76923076923077,57.9545454545455
"E00004213",30.4824561403509,21.5568862275449,6.8452380952381,36.950146627566
"E00004214",33.7811900191939,9.05349794238683,4.5346062052506,40.2843601895735
"E00004215",52.7881040892193,3.87596899224806,1.79372197309417,66.2280701754386
"E00004216",66.2207357859532,3.42465753424658,1.26050420168067,70.7317073170732
"E00004217",53.6885245901639,7.09219858156028,7.00934579439252,61.9909502262443
"E00004218",53.4426229508197,11.4503816793893,4.31034482758621,42.8571428571429
"E00004219",52.1857923497268,14.7368421052632,4.57516339869281,55.625
"E00004220",64.7058823529412,11.4942528735632,2.60869565217391,34.2857142857143
"E00004221",48.2758620689655,1.8018018018018,0.540540540540541,76.4397905759162
"E00004222",52.5581395348837,4.58715596330275,1.71428571428571,58.2417582417582
"E00004223",32.398753894081,24.1379310344828,11.6731517509728,40
"E00004224",59.2857142857143,4.76190476190476,1.72413793103448,71.7842323651452
"E00004225",38.2289416846652,12.3076923076923,7.79816513761468,46.27539503386
"E00004226",60.15625,1.68067226890756,1.5625,69.7115384615385
"E00004227",58.6715867158672,8.27586206896552,5.90909090909091,66.8085106382979
"E00004228",60.7843137254902,3.73831775700935,3.08641975308642,76.878612716763
"E00004229",44.0251572327044,4.02298850574713,5,67.9442508710801
"E00004230",46.2897526501767,13.8461538461538,4.91803278688525,47.1774193548387
"E00004231",62.5,6.33802816901408,1.18577075098814,72.5868725868726
"E00004232",60.8910891089109,3.03030303030303,1.89873417721519,57.3033707865169
"E00004233",63.2034632034632,6.45161290322581,5.78947368421053,60.3864734299517
"E00004234",61.5702479338843,5.64516129032258,2,78.6729857819905
"E00004235",43.8650306748466,10.4294478527607,5.57620817843866,50.7246376811594
"E00004236",48.0243161094225,15.3333333333333,5.46075085324232,48.6754966887417
"E00004237",41.9475655430712,16.260162601626,3.68663594470046,43.3628318584071
"E00004238",60,9.52380952380952,3.09734513274336,61.9433198380567
"E00004239",61.3953488372093,6.30630630630631,2.40963855421687,46.7032967032967
"E00004240",40.1215805471125,15.4411764705882,6.45161290322581,44.7916666666667
"E00004241",58.9830508474576,3.00751879699248,0.432900432900433,70.5645161290323
"E00004242",32.3863636363636,5.71428571428571,0.680272108843537,74.6666666666667
"E00004243",64.8275862068965,10,0,67.1111111111111
"E00004244",20.2054794520548,30,10.3960396039604,26.5700483091787
"E00004245",55.205047318612,13.4969325153374,3.64372469635628,43.1159420289855
"E00004246",43.6868686868687,6.61157024793388,2.03527815468114,31.0575635876841
"E00004247",58.5987261146497,10.8974358974359,1.96850393700787,61.5384615384615
"E00004248",46.1883408071749,13.5265700483092,5.23415977961433,49.3261455525606
"E00004249",60.1769911504425,14.0350877192982,6.18556701030928,66.3366336633663
"E00004250",67.8966789667897,3.1496062992126,2.60869565217391,62.8691983122363
"E00004251",60.1731601731602,5.26315789473684,5.88235294117647,66.4948453608247
"E00004252",58.7301587301587,9.56521739130435,5.61224489795918,56.4593301435407
"E00004253",49.3243243243243,18.9393939393939,3.01724137931034,35.8870967741936
"E00004254",34.9206349206349,25.2100840336134,9.82142857142857,29.3617021276596
"E00004255",55.6737588652482,10.15625,3.1390134529148,46.9827586206897
"E00004256",26.8698060941828,14.7651006711409,4.21455938697318,42.1232876712329
"E00004257",48.8636363636364,16.8141592920354,4.83091787439614,57.0776255707763
"E00004258",60.1694915254237,13.5135135135135,3.11111111111111,59.4713656387665
"E00004259",25.609756097561,23.0769230769231,9.27835051546392,27.1428571428571
"E00004260",44.0909090909091,16.9117647058824,12.3595505617978,27.3224043715847
"E00004261",38.1818181818182,18.4210526315789,5.5045871559633,37.0535714285714
"E00004262",30.2491103202847,30.7017543859649,5.97826086956522,24.4791666666667
"E00004263",26.2337662337662,27.2727272727273,10.6995884773663,30.6451612903226
"E00004264",58.0459770114943,11.3636363636364,1.875,58.7155963302752
"E00004265",56.4102564102564,15.1785714285714,5.26315789473684,48.019801980198
"E00004266",50.4347826086956,12.1794871794872,5.28301886792453,39.8550724637681
"E00004268",45.7680250783699,16.1971830985916,7.56972111553785,39.84375
"E00004269",54.5454545454545,14.0495867768595,4.18848167539267,43.3497536945813
"E00004270",36.6071428571429,16.9312169312169,4.67032967032967,39.622641509434
"E00004271",42.0731707317073,11.9718309859155,8.42490842490843,59.4306049822064
"E00004272",65.9340659340659,8.84955752212389,2.26244343891403,63.2911392405063
"E00004273",63.7362637362637,11.9496855345912,2.64026402640264,66.1585365853659
"E00004274",61.8556701030928,8.46153846153846,6.27615062761506,60.4
"E00004275",57.286432160804,10.5769230769231,2.90697674418605,57.3033707865169
"E00004276",48.5401459854015,14.7540983606557,8.37209302325581,47.008547008547
"E00004277",58.6872586872587,13.3333333333333,1.4218009478673,56.0538116591928
"E00004278",49.5412844036697,12.7450980392157,2.73224043715847,63.4408602150538
"E00004279",41.7241379310345,14.9253731343284,3.50877192982456,41.9087136929461
"E00004280",55.4502369668246,6.48148148148148,1.13636363636364,59.4736842105263
"E00004281",61.7529880478088,7.82608695652174,4.76190476190476,64.5454545454545
"E00004282",44.7019867549669,7.38255033557047,5.34979423868313,56.3492063492063
"E00004283",53.1835205992509,3.64963503649635,3.53982300884956,51.5021459227468
"E00004284",47.7732793522267,8.59375,5.26315789473684,48.8479262672811
"E00004285",44.0740740740741,8.33333333333333,6.38297872340426,65.0406504065041
"E00004286",36.3945578231293,12.6582278481013,5.13833992094862,50.7407407407407
"E00004287",31.8681318681319,12.6126126126126,3.28638497652582,67.8571428571429
"E00004288",37.1069182389937,12.0481927710843,5.92592592592593,50.1818181818182
"E00004289",49.1379310344828,4.65116279069767,2.8436018957346,64.9769585253456
"E00004290",32.6797385620915,12.8048780487805,3.77358490566038,50.1831501831502
"E00004291",34.4117647058824,14.4927536231884,8.10810810810811,30.9352517985612
"E00004292",22.289156626506,28.099173553719,12.7962085308057,25
"E00004293",31.8840579710145,15.9663865546218,4.78468899521531,51.1210762331839
"E00004294",40,7.56302521008403,4.89130434782609,61.340206185567
"E00004295",49.8714652956298,5.14285714285714,4.375,59.8853868194842
"E00004296",25.3263707571802,22.5563909774436,7.40740740740741,36.9718309859155
"E00004297",53.6050156739812,5.84415584415584,6.04982206405694,58.3617747440273
"E00004298",56.2700964630225,5.35714285714286,5.1063829787234,58.5657370517928
"E00004299",61.9205298013245,6.66666666666667,0.900900900900901,65.702479338843
"E00004300",47.2527472527472,9.00900900900901,4.01785714285714,43.2900432900433
"E00004301",23.0616302186879,18.2572614107884,3.98126463700234,46.2068965517241
"E00004302",40.2640264026403,7.69230769230769,5.78512396694215,46.6403162055336
"E00004303",60.8695652173913,5.30973451327434,4.11522633744856,69.4117647058823
